Suburb,States,Postcode,Longitude,Lattitude
LETHEBROOK,Qld,4800,148.64,-20.53
LEYBURN,Qld,4365,151.58,-28.01
LEYDENS HILL,Qld,4714,150.42,-23.61
LILYDALE,Qld,4344,152.13,-27.61
LILYVALE,Qld,4352,148.49,-23.19
LILYVALE,Qld,4723,148.49,-23.19
LIMESTONE,Qld,4714,150.45,-23.65
LIMESTONE CREEK,Qld,4701,150.55,-23.29
LIMESTONE RIDGES,Qld,4305,152.73,-27.84
LIMEVALE,Qld,4384,151.18,-28.72
LINDEN,Qld,4490,146.4,-28
LINTHORPE,Qld,4356,151.65,-27.61
LINVILLE,Qld,4306,152.28,-26.84
LISSNER,Qld,4820,146.26,-20.08
LITTLE MOUNTAIN,Qld,4551,153.1,-26.79
LITTLE MULGRAVE,Qld,4865,145.72,-17.14
LIZARD,Qld,4871,145.47,-14.66
LLANARTH,Qld,4820,146.22,-21.29
LOCH LOMOND,Qld,4370,152.2,-28.31
LOCHINGTON,Qld,4722,147.37,-24.06
LOCKHART,Qld,4871,143.34,-12.79
LOCKHART RIVER,Qld,4871,143.34,-12.79
LOCKROSE,Qld,4342,152.46,-27.49
LOCKYER,Qld,4344,152.08,-27.51
LOCKYER WATERS,Qld,4311,152.4,-27.45
LOGAN CENTRAL,Qld,4114,153.11,-27.64
LOGAN RESERVE,Qld,4133,153.09,-27.72
LOGAN VILLAGE,Qld,4207,153.11,-27.77
LOGANHOLME,Qld,4129,153.19,-27.68
LOGANLEA,Qld,4131,153.13,-27.68
LONESOME CREEK,Qld,4719,150.13,-24.98
LONG FLAT,Qld,4570,152.66,-26.26
LONG POCKET,Qld,4850,145.96,-18.52
LONGREACH,Qld,4730,144.25,-23.44
LOTA,Qld,4179,153.19,-27.47
LOTUS CREEK,Qld,4705,149.01,-22.11
LOW ISLES,Qld,4873,145.56,-16.38
LOWER BEECHMONT,Qld,4211,153.25,-28.05
LOWER COWLEY,Qld,4871,146.07,-17.7
LOWER CRESSBROOK,Qld,4313,152.48,-27.08
LOWER DAINTREE,Qld,4873,145.38,-16.28
LOWER MOUNT WALKER,Qld,4340,152.53,-27.71
LOWER TENTHILL,Qld,4343,152.23,-27.61
LOWER TULLY,Qld,4854,146.02,-17.98
LOWER WONGA,Qld,4570,152.43,-26.12
LOWESBY,Qld,4702,148.7,-24.32
LOWESTOFF,Qld,4723,148.07,-22.88
LOWMEAD,Qld,4676,151.75,-24.53
LOWOOD,Qld,4311,152.58,-27.47
LUCINDA,Qld,4850,146.33,-18.53
LUMEAH,Qld,4478,145.71,-25.32
LUMHOLTZ,Qld,4849,145.85,-18.2
LUNDAVRA,Qld,4390,149.94,-28.04
LUSCOMBE,Qld,4207,153.21,-27.78
LUTWYCHE,Qld,4030,153.03,-27.42
LYNAM,Qld,4817,146.55,-19.27
LYNDHURST,Qld,4871,144.45,-19.17
LYNDSIDE,Qld,4871,143.53,-16.9
LYNFORD,Qld,4342,152.45,-27.48
LYONS,Qld,4124,152.91,-27.75
LYRA,Qld,4382,151.85,-28.83
LYTTON,Qld,4178,153.15,-27.42
MA MA CREEK,Qld,4347,152.19,-27.63
MAADI,Qld,4855,145.99,-17.83
MAALAN,Qld,4886,145.6,-17.62
MAAROOM,Qld,4650,152.87,-25.61
MABUIAG ISLAND,Qld,4875,142.18,-9.96
MACALISTER,Qld,4406,151.08,-27.04
MACALISTER RANGE,Qld,4871,145.68,-16.84
MACFARLANE,Qld,4478,146.01,-24.92
MACGREGOR,Qld,4109,153.07,-27.56
MACHANS BEACH,Qld,4878,145.75,-16.85
MACHINE CREEK,Qld,4695,150.94,-23.84
MACKAY,Qld,4740,149.19,-21.14
MACKAY HARBOUR,Qld,4740,149.21,-21.11
MACKENZIE,Qld,4156,153.12,-27.54
MACKENZIE,Qld,4702,153.12,-27.54
MACKENZIE RIVER,Qld,4705,148.68,-23.08
MACKNADE,Qld,4850,146.26,-18.59
MACLAGAN,Qld,4352,151.63,-27.08
MACLEAY ISLAND,Qld,4184,153.35,-27.61
MAGNOLIA,Qld,4650,152.68,-25.66
MAIDENHEAD,Qld,4385,151.4,-29.11
MAIDENWELL,Qld,4615,151.8,-26.85
MAIN BEACH,Qld,4217,153.43,-27.97
MAJORS CREEK,Qld,4816,147.06,-19.61
MALANDA,Qld,4885,145.59,-17.35
MALARGA,Qld,4620,152.11,-25.81
MALENY,Qld,4552,152.85,-26.76
MALLING,Qld,4352,151.59,-27.08
MALMOE,Qld,4627,151.21,-25.48
MALPAS-TRENTON,Qld,4816,142.28,-20.43
MALU,Qld,4403,151.56,-27.35
MAMU,Qld,4871,145.85,-17.72
MANAPOURI,Qld,4361,151.99,-27.85
MANDALAY,Qld,4802,148.74,-20.28
MANEROO,Qld,4730,143.69,-23.54
MANGO HILL,Qld,4509,153.03,-27.24
MANLY,Qld,4179,153.19,-27.45
MANLY WEST,Qld,4179,153.17,-27.47
MANNUEM,Qld,4610,151.57,-26.61
MANOORA,Qld,4870,145.74,-16.91
MANSFIELD,Qld,4122,153.1,-27.54
MANTUAN DOWNS,Qld,4722,147.07,-24.62
MANUMBAR,Qld,4601,152.28,-26.31
MANUNDA,Qld,4870,145.74,-16.93
MANYUNG,Qld,4605,152.03,-26.2
MAPLETON,Qld,4560,152.87,-26.62
MAPOON,Qld,4874,141.9,-12.02
MARAMIE,Qld,4871,142.62,-15.54
MARBURG,Qld,4346,152.6,-27.56
MARCOOLA,Qld,4564,153.1,-26.58
MARCUS BEACH,Qld,4573,153.1,-26.46
MAREEBA,Qld,4880,145.42,-16.99
MARGATE,Qld,4019,153.11,-27.25
MARIA CREEKS,Qld,4855,146.03,-17.81
MARIAN,Qld,4753,148.94,-21.14
MARLBOROUGH,Qld,4705,149.89,-22.81
MARMADUA,Qld,4405,150.6,-27.45
MARMOR,Qld,4702,150.71,-23.68
MARODIAN,Qld,4570,152.3,-25.85
MAROOCHY RIVER,Qld,4561,153.01,-26.58
MAROOCHYDORE,Qld,4558,153.09,-26.65
MAROON,Qld,4310,152.72,-28.17
MAROONDAN,Qld,4671,152.01,-24.97
MARSDEN,Qld,4132,153.11,-27.68
MARSHLANDS,Qld,4611,151.74,-26.15
MARTYVILLE,Qld,4858,146.04,-17.62
MARYBOROUGH,Qld,4650,152.7,-25.54
MARYBOROUGH WEST,Qld,4650,152.67,-25.51
MARYS CREEK,Qld,4570,152.59,-26.25
MARYVALE,Qld,4370,152.24,-28.07
MARYVALE,Qld,4703,152.24,-28.07
MASIG ISLAND,Qld,4875,143.42,-9.75
MASSIE,Qld,4370,151.96,-28.15
MAUDSLAND,Qld,4210,153.27,-27.95
MAXWELTON,Qld,4822,142.68,-20.72
MAY DOWNS,Qld,4746,148.92,-22.64
MCCUTCHEON,Qld,4871,146.04,-17.73
MCDESME,Qld,4807,147.39,-19.6
MCDOWALL,Qld,4053,152.99,-27.39
MCEWENS BEACH,Qld,4740,149.21,-21.25
MCILWRAITH,Qld,4671,152.01,-24.99
MCINTOSH CREEK,Qld,4570,152.64,-26.27
MCKINLAY,Qld,4823,141.29,-21.27
MEADOWBROOK,Qld,4131,153.14,-27.67
MEADOWVALE,Qld,4670,152.28,-24.82
MEANDARRA,Qld,4422,149.88,-27.32
MEIKLEVILLE HILL,Qld,4703,150.75,-23.11
MELAWONDI,Qld,4570,152.67,-26.41
MELDALE,Qld,4510,153.07,-27.03
MELROSE,Qld,4613,151.61,-26.32
MEMERAMBI,Qld,4610,151.82,-26.45
MENA CREEK,Qld,4871,145.96,-17.65
MENTMORE,Qld,4798,148.75,-20.83
MENZIES,Qld,4825,139.5,-20.72
MER ISLAND,Qld,4875,144.05,-9.92
MERIDAN PLAINS,Qld,4551,153.06,-26.78
MERINGANDAN,Qld,4352,151.91,-27.43
MERINGANDAN WEST,Qld,4352,151.89,-27.42
MERLWOOD,Qld,4605,151.89,-26.15
MERMAID BEACH,Qld,4218,153.44,-28.05
MERMAID WATERS,Qld,4218,153.43,-28.05
MERRIMAC,Qld,4226,153.38,-28.04
MERRITTS CREEK,Qld,4352,152.03,-27.35
MERRYBURN,Qld,4854,145.98,-17.91
MERRYVALE,Qld,4340,152.49,-27.79
MEXICO,Qld,4728,146.18,-23.9
MIA MIA,Qld,4754,148.83,-21.23
MIALLO,Qld,4873,145.38,-16.4
MIAMI,Qld,4220,153.44,-28.07
MIARA,Qld,4673,152.18,-24.68
MICA CREEK,Qld,4825,139.49,-20.75
MIDDLE PARK,Qld,4074,152.92,-27.55
MIDDLE RIDGE,Qld,4350,151.96,-27.6
MIDDLEBROOK,Qld,4886,145.64,-17.56
MIDDLEMOUNT,Qld,4746,148.7,-22.81
MIDDLETON,Qld,4735,141.55,-22.35
MIDGE POINT,Qld,4799,148.71,-20.64
MIDGEE,Qld,4702,150.59,-23.46
MIDGENOO,Qld,4854,145.96,-17.89
MIDGEREE BAR,Qld,4852,146.08,-17.8
MIGHELL,Qld,4860,146.03,-17.53
MILBONG,Qld,4310,152.73,-27.88
MILES,Qld,4415,150.18,-26.66
MILES END,Qld,4825,139.49,-20.72
MILFORD,Qld,4310,152.71,-28.03
MILLAA MILLAA,Qld,4886,145.61,-17.51
MILLAROO,Qld,4807,147.28,-20.06
MILLBANK,Qld,4670,152.32,-24.88
MILLCHESTER,Qld,4820,146.28,-20.09
MILLMERRAN,Qld,4357,151.27,-27.87
MILLMERRAN DOWNS,Qld,4357,151.06,-27.99
MILLMERRAN WOODS,Qld,4357,151.04,-28.01
MILLSTREAM,Qld,4888,145.41,-17.66
MILLWOOD,Qld,4357,151.2,-28.03
MILMAN,Qld,4702,150.41,-23.11
MILORA,Qld,4309,152.69,-27.83
MILTON,Qld,4064,153,-27.47
MIMOSA,Qld,4702,149.7,-24.4
MIN MIN,Qld,4829,140.7,-22.78
MINBUN,Qld,4886,145.56,-17.47
MINDEN,Qld,4311,152.55,-27.56
MINERVA,Qld,4722,147.92,-24.04
MINGO,Qld,4625,151.78,-25.34
MINGOOLA,Qld,4380,151.55,-28.93
MINNAMOOLKA,Qld,4872,144.78,-18.15
MINNIE DOWNS,Qld,4478,145.91,-25.03
MINYAMA,Qld,4575,153.12,-26.7
MIRANI,Qld,4754,148.87,-21.16
MIRIAM VALE,Qld,4677,151.56,-24.33
MIRRIWINNI,Qld,4871,145.91,-17.4
MISSEN FLAT,Qld,4361,151.98,-27.91
MISSION BEACH,Qld,4852,146.11,-17.87
MISSION RIVER,Qld,4874,142.11,-12.65
MISTAKE CREEK,Qld,4721,147.07,-22.71
MITCHELL,Qld,4465,147.98,-26.49
MITCHELTON,Qld,4053,152.98,-27.41
MIVA,Qld,4570,152.49,-25.96
MOA ISLAND,Qld,4875,142.25,-10.17
MOFFAT BEACH,Qld,4551,153.14,-26.79
MOFFATDALE,Qld,4605,152.01,-26.31
MOGGILL,Qld,4070,152.88,-27.57
MOLANGUL,Qld,4671,151.53,-24.74
MOLENDINAR,Qld,4214,153.37,-27.98
MON REPOS,Qld,4670,152.43,-24.81
MONA MONA,Qld,4881,145.54,-16.71
MONA PARK,Qld,4807,147.23,-19.7
MONAL,Qld,4630,151.14,-24.6
MONDURAN,Qld,4671,151.91,-24.87
MONDURE,Qld,4611,151.78,-26.18
MONKLAND,Qld,4570,152.68,-26.21
MONOGORILBY,Qld,4626,151.05,-25.99
MONS,Qld,4556,153.02,-26.7
MONSILDALE,Qld,4515,152.4,-26.69
MONTO,Qld,4630,151.12,-24.86
MONTROSE,Qld,4370,151.79,-28.18
MONTROSE,Qld,4413,151.79,-28.18
MONTVILLE,Qld,4560,152.89,-26.69
MOODLU,Qld,4510,152.91,-27.06
MOOGA,Qld,4455,149.01,-26.34
MOOGERAH,Qld,4309,152.52,-28.09
MOOLA,Qld,4405,151.53,-27.1
MOOLBOOLAMAN,Qld,4671,151.83,-25
MOOLOO,Qld,4570,152.62,-26.28
MOOLOOLABA,Qld,4557,153.12,-26.68
MOOLOOLAH VALLEY,Qld,4553,152.96,-26.76
MOOMBRA,Qld,4312,152.47,-27.3
MOOMBRIA,Qld,4725,145.01,-24.04
MOOMIN,Qld,4887,145.39,-17.37
MOONDOONER,Qld,4605,152.02,-26.24
MOONFORD,Qld,4630,151.04,-24.76
MOONGAN,Qld,4714,150.4,-23.6
MOONIE,Qld,4406,150.37,-27.72
MOORANG,Qld,4340,152.45,-27.9
MOORE,Qld,4306,152.29,-26.89
MOORE PARK BEACH,Qld,4670,152.28,-24.72
MOORES POCKET,Qld,4305,152.78,-27.6
MOORINA,Qld,4506,152.88,-27.13
MOORLAND,Qld,4670,152.19,-24.75
MOOROOBOOL,Qld,4870,145.74,-16.94
MOOROOKA,Qld,4105,153.02,-27.53
MORABY,Qld,4416,149.8,-26.89
MORANBAH,Qld,4744,148.05,-22
MORAYFIELD,Qld,4506,152.95,-27.11
MOREGATTA,Qld,4886,145.58,-17.49
MORELLA,Qld,4730,143.86,-22.98
MORESBY,Qld,4871,146.03,-17.64
MORETON BAY,Qld,,153.25,-27.21
MORETON ISLAND,Qld,4025,153.42,-27.09
MORGAN PARK,Qld,4370,152.05,-28.26
MORGANVILLE,Qld,4671,151.95,-25.19
MORINISH,Qld,4702,150.04,-23.16
MORINISH SOUTH,Qld,4702,149.96,-23.31
MORNINGSIDE,Qld,4170,153.07,-27.47
MORNINGTON,Qld,4825,139.5,-20.74
MORTON VALE,Qld,4343,152.39,-27.51
MORVEN,Qld,4468,147.11,-26.41
MORWINCHA,Qld,4309,152.58,-27.97
MOSMAN PARK,Qld,4820,146.26,-20.09
MOSQUITO CREEK,Qld,4387,151.3,-28.22
MOSSMAN,Qld,4873,145.37,-16.46
MOSSMAN GORGE,Qld,4873,145.36,-16.47
MOTHAR MOUNTAIN,Qld,4570,152.76,-26.25
MOTLEY,Qld,4356,151.62,-27.55
MOUNT ABUNDANCE,Qld,4455,148.37,-26.75
MOUNT ALFORD,Qld,4310,152.6,-28.06
MOUNT ALMA,Qld,4680,150.8,-24.1
MOUNT ARCHER,Qld,4701,150.58,-23.34
MOUNT ARCHER,Qld,4514,150.58,-23.34
MOUNT BARNEY,Qld,4287,152.74,-28.24
MOUNT BEPPO,Qld,4313,152.45,-27.13
MOUNT BERRYMAN,Qld,4341,152.33,-27.7
MOUNT BINDANGO,Qld,4455,148.38,-26.5
MOUNT BINGA,Qld,4306,151.93,-27
MOUNT BRITTON,Qld,4742,148.59,-21.42
MOUNT BYRON,Qld,4312,152.71,-27.1
MOUNT CARBINE,Qld,4871,145.13,-16.53
MOUNT CHALMERS,Qld,4702,150.64,-23.29
MOUNT CHARLTON,Qld,4741,148.73,-21.02
MOUNT COLLIERY,Qld,4370,152.37,-28.25
MOUNT COOLON,Qld,4804,147.34,-21.39
MOUNT COOLUM,Qld,4573,153.09,-26.57
MOUNT COOT-THA,Qld,4066,152.96,-27.49
MOUNT COTTON,Qld,4165,153.25,-27.64
MOUNT CROSBY,Qld,4306,152.8,-27.54
MOUNT DARRY,Qld,4352,151.76,-27.2
MOUNT DEBATEABLE,Qld,4625,151.57,-25.62
MOUNT DELANEY,Qld,4514,152.71,-27.01
MOUNT EDWARDS,Qld,4309,152.52,-28.02
MOUNT ELLIOT,Qld,4816,146.97,-19.4
MOUNT EMLYN,Qld,4357,151.3,-28.04
MOUNT ENNISKILLEN,Qld,4472,146.01,-24.6
MOUNT FORBES,Qld,4340,152.61,-27.75
MOUNT FOX,Qld,4850,145.8,-18.83
MOUNT FRENCH,Qld,4310,152.61,-27.99
MOUNT GARDINER,Qld,4705,149.58,-22.98
MOUNT GARNET,Qld,4872,145.12,-17.68
MOUNT GIPPS,Qld,4285,152.99,-28.32
MOUNT GLORIOUS,Qld,4520,152.77,-27.33
MOUNT GRAVATT,Qld,4122,153.08,-27.54
MOUNT GRAVATT EAST,Qld,4122,153.08,-27.54
MOUNT HALLEN,Qld,4312,152.4,-27.33
MOUNT HOWE,Qld,4454,148.14,-25.33
MOUNT HUTTON,Qld,4454,148.31,-25.97
MOUNT IRVING,Qld,4401,151.58,-27.52
MOUNT ISA,Qld,4825,139.5,-20.72
MOUNT ISA CITY,Qld,4825,139.5,-20.72
MOUNT JUKES,Qld,4740,148.97,-20.98
MOUNT JULIAN,Qld,4800,148.61,-20.38
MOUNT KELLY,Qld,4807,147.33,-19.66
MOUNT KILCOY,Qld,4515,152.58,-26.79
MOUNT KYNOCH,Qld,4350,151.95,-27.51
MOUNT LARCOM,Qld,4695,150.98,-23.81
MOUNT LAWLESS,Qld,4625,151.65,-25.53
MOUNT LINDESAY,Qld,4287,152.74,-28.33
MOUNT LOFTY,Qld,4350,151.97,-27.55
MOUNT LOUISA,Qld,4814,146.75,-19.27
MOUNT LOW,Qld,4818,146.67,-19.23
MOUNT LUKE,Qld,4352,152.04,-27.4
MOUNT MACARTHUR,Qld,4723,148.17,-22.91
MOUNT MACKAY,Qld,4854,146.01,-17.93
MOUNT MARIA,Qld,4674,151.78,-24.51
MOUNT MARLOW,Qld,4800,148.62,-20.35
MOUNT MARROW,Qld,4306,152.62,-27.6
MOUNT MARSHALL,Qld,4362,152.04,-28.08
MOUNT MARTIN,Qld,4754,148.8,-21.11
MOUNT MCEUEN,Qld,4606,151.72,-26.24
MOUNT MEE,Qld,4521,152.77,-27.08
MOUNT MELLUM,Qld,4550,152.93,-26.8
MOUNT MOFFATT,Qld,4465,148.05,-25.05
MOUNT MOLAR,Qld,4361,151.85,-27.88
MOUNT MOLLOY,Qld,4871,145.33,-16.67
MOUNT MORGAN,Qld,4714,150.39,-23.64
MOUNT MORIAH,Qld,4403,151.5,-27.48
MOUNT MORT,Qld,4340,152.42,-27.83
MOUNT MULGRAVE,Qld,4871,143.99,-16.31
MOUNT MULLIGAN,Qld,4871,144.84,-16.83
MOUNT MURCHISON,Qld,4715,150.56,-24.36
MOUNT NATHAN,Qld,4211,153.27,-27.96
MOUNT NEBO,Qld,4520,152.78,-27.39
MOUNT OMMANEY,Qld,4074,152.94,-27.55
MOUNT OSSA,Qld,4741,148.83,-20.96
MOUNT PELION,Qld,4741,148.8,-20.93
MOUNT PERRY,Qld,4671,151.65,-25.18
MOUNT PETER,Qld,4869,145.74,-17.05
MOUNT PLEASANT,Qld,4740,149.16,-21.12
MOUNT PLEASANT,Qld,4521,149.16,-21.12
MOUNT PLUTO,Qld,4800,148.44,-20.32
MOUNT RASCAL,Qld,4350,151.92,-27.62
MOUNT ROOPER,Qld,4802,148.77,-20.28
MOUNT SAMSON,Qld,4520,152.84,-27.3
MOUNT SHERIDAN,Qld,4868,145.73,-17
MOUNT ST JOHN,Qld,4818,146.74,-19.26
MOUNT STANLEY,Qld,4306,152.18,-26.61
MOUNT STEADMAN,Qld,4625,151.81,-25.45
MOUNT STUART,Qld,4814,146.74,-19.37
MOUNT STURT,Qld,4370,152.22,-28.17
MOUNT SURPRISE,Qld,4871,144.32,-18.15
MOUNT SURROUND,Qld,4809,147.06,-19.52
MOUNT SYLVIA,Qld,4343,152.22,-27.72
MOUNT TABOR,Qld,4370,152.06,-28.21
MOUNT TARAMPA,Qld,4311,152.48,-27.45
MOUNT TOM,Qld,4677,151.69,-24.39
MOUNT TULLY,Qld,4380,151.95,-28.77
MOUNT TYSON,Qld,4356,151.57,-27.57
MOUNT URAH,Qld,4650,152.43,-25.82
MOUNT WALKER,Qld,4340,152.54,-27.78
MOUNT WALKER WEST,Qld,4340,152.52,-27.77
MOUNT WARREN PARK,Qld,4207,153.21,-27.73
MOUNT WHITESTONE,Qld,4347,152.16,-27.67
MOUNT WYATT,Qld,4804,146.97,-20.8
MOUNTAIN CAMP,Qld,4355,152.03,-27.21
MOUNTAIN CREEK,Qld,4557,153.1,-26.69
MOURA,Qld,4718,149.97,-24.57
MOURILYAN,Qld,4858,146.04,-17.58
MOURILYAN HARBOUR,Qld,4858,146.12,-17.6
MOWBRAY,Qld,4877,145.48,-16.56
MOWBULLAN,Qld,4405,151.61,-26.89
MOY POCKET,Qld,4574,152.76,-26.55
MP CREEK,Qld,4606,151.73,-26.3
MUCKADILLA,Qld,4461,148.39,-26.58
MUD ISLAND,Qld,,150.85,-23.53
MUDGEERABA,Qld,4213,153.37,-28.08
MUDJIMBA,Qld,4564,153.1,-26.62
MUDLO,Qld,4600,152.22,-25.96
MUIRLEA,Qld,4306,152.72,-27.58
MULAMBIN,Qld,4703,150.79,-23.19
MULARA,Qld,4703,150.61,-23.21
MULDU,Qld,4401,151.69,-27.27
MULGILDIE,Qld,4630,151.13,-24.96
MULGOWIE,Qld,4341,152.36,-27.73
MULGRAVE,Qld,4807,147.11,-19.89
MULLETT CREEK,Qld,4670,152.04,-24.62
MUNBILLA,Qld,4309,152.66,-27.88
MUNBURA,Qld,4740,149.13,-21.36
MUNDERRA,Qld,4872,144.91,-17.79
MUNDINGBURRA,Qld,4812,146.79,-19.3
MUNDOO,Qld,4860,146.02,-17.56
MUNDOOLUN,Qld,4285,153.09,-27.91
MUNDOWRAN,Qld,4626,151.3,-25.57
MUNDUBBERA,Qld,4626,151.3,-25.59
MUNGABUNDA,Qld,4718,149.23,-24.77
MUNGALLALA,Qld,4467,147.44,-26.45
MUNGALLALA SOUTH,Qld,4467,147.48,-26.59
MUNGALLI,Qld,4886,145.67,-17.54
MUNGAR,Qld,4650,152.59,-25.6
MUNGINDI,Qld,2406,148.78,-28.95
MUNGUNGO,Qld,4630,151.16,-24.77
MUNGY,Qld,4671,151.47,-25.26
MUNIGANEEN,Qld,4352,151.88,-27.38
MUNNA CREEK,Qld,4570,152.44,-25.88
MUNRO PLAINS,Qld,4854,145.78,-17.95
MUNRUBEN,Qld,4125,153.03,-27.75
MURARRIE,Qld,4172,153.1,-27.46
MURGON,Qld,4605,151.94,-26.24
MURPHYS CREEK,Qld,4352,152.05,-27.46
MURRAY,Qld,4814,146.79,-19.32
MURRAY UPPER,Qld,4854,145.78,-18.13
MURRAYS BRIDGE,Qld,4370,152.11,-28.29
MURRIGAL,Qld,4854,145.91,-18.05
MURRUMBA,Qld,4312,152.46,-27.2
MURRUMBA DOWNS,Qld,4503,153.01,-27.26
MURWEH,Qld,4470,145.72,-26.93
MUTARNEE,Qld,4816,146.29,-18.95
MUTDAPILLY,Qld,4307,152.65,-27.75
MUTTABURRA,Qld,4732,144.55,-22.59
MYALL PARK,Qld,4415,150.19,-26.6
MYRTLEVALE,Qld,4800,148.55,-20.34
MYSTERTON,Qld,4812,146.8,-19.29
NAHRUNDA,Qld,4570,152.62,-26.21
NAMBOUR,Qld,4560,152.96,-26.63
NANANGO,Qld,4615,152,-26.67
NANDI,Qld,4405,151.17,-27.22
NANDOWRIE,Qld,4722,147.68,-24.23
NANGRAM,Qld,4416,150.29,-26.88
NANGWEE,Qld,4407,151.29,-27.55
NANKIN,Qld,4701,150.63,-23.38
NANUM,Qld,4874,141.86,-12.64
NARANGBA,Qld,4504,152.96,-27.2
NARBETHONG,Qld,4472,145.84,-23.82
NARKO,Qld,4352,151.72,-27.1
NATHAN,Qld,4111,153.06,-27.56
NATURAL BRIDGE,Qld,4211,153.23,-28.2
NEARUM,Qld,4671,151.8,-25.08
NEBINE,Qld,4488,146.82,-28
NEBO,Qld,4742,148.69,-21.69
NEERDIE,Qld,4570,152.76,-26
NELLY BAY,Qld,4819,146.85,-19.15
NERADA,Qld,4860,145.88,-17.55
NERANG,Qld,4211,153.34,-28
NERANWOOD,Qld,4213,153.31,-28.12
NERIMBERA,Qld,4701,150.59,-23.39
NETHERBY,Qld,4650,152.54,-25.77
NETHERDALE,Qld,4756,148.54,-21.14
NEUMGNA,Qld,4614,151.86,-26.84
NEURUM,Qld,4514,152.7,-26.96
NEUSA VALE,Qld,4570,152.84,-26.2
NEVILTON,Qld,4361,151.97,-27.9
NEW AUCKLAND,Qld,4680,151.23,-23.87
NEW BEITH,Qld,4124,152.94,-27.74
NEW CHUM,Qld,4303,152.83,-27.6
NEW FARM,Qld,4005,153.04,-27.46
NEW HARBOURLINE,Qld,4858,146.06,-17.61
NEW MAPOON,Qld,4876,142.39,-10.87
NEW MOONTA,Qld,4671,151.72,-25.04
NEWELL,Qld,4873,145.41,-16.43
NEWLANDS,Qld,4804,147.85,-21
NEWMARKET,Qld,4051,153.01,-27.44
NEWPORT,Qld,4020,153.1,-27.21
NEWSTEAD,Qld,4006,153.04,-27.45
NEWTOWN,Qld,4305,151.94,-27.56
NEWTOWN,Qld,4350,151.94,-27.56
NGATJAN,Qld,4860,145.92,-17.47
NICHOLSON,Qld,4830,138.56,-17.5
NIKENBAH,Qld,4655,152.8,-25.32
NINDAROO,Qld,4740,149.13,-21.05
NINDERRY,Qld,4561,152.97,-26.55
NINDOOINBAH,Qld,4285,153.05,-28.05
NINE MILE,Qld,4702,150.4,-23.39
NINE MILE CREEK,Qld,4714,150.4,-23.7
NINGI,Qld,4511,153.09,-27.06
NIVE,Qld,4470,146.51,-25.57
NO 4 BRANCH,Qld,4856,145.97,-17.78
NO 5 BRANCH,Qld,4856,146.01,-17.73
NO 6 BRANCH,Qld,4859,145.97,-17.6
NOAH,Qld,4873,145.3,-16.17
NOBBY,Qld,4360,151.9,-27.85
NOCKATUNGA,Qld,4492,142.59,-27.82
NOME,Qld,4816,146.93,-19.38
NOORAMA,Qld,4490,146.13,-28.73
NOORINDOO,Qld,4417,149.15,-27.01
NOOSA HEADS,Qld,4567,153.09,-26.4
NOOSA NORTH SHORE,Qld,4565,153.04,-26.37
NOOSAVILLE,Qld,4566,153.07,-26.4
NORLEY,Qld,4492,143.6,-27.82
NORMAN,Qld,4890,141.08,-17.67
NORMAN GARDENS,Qld,4701,150.53,-23.34
NORMAN PARK,Qld,4170,153.06,-27.48
NORMANTON,Qld,4890,141.08,-17.67
NORTH ARAMARA,Qld,4620,152.32,-25.56
NORTH ARM,Qld,4561,152.95,-26.52
NORTH BOOVAL,Qld,4304,152.8,-27.6
NORTH BRANCH,Qld,4370,151.63,-27.83
NORTH BRANCH,Qld,4356,151.63,-27.83
NORTH BUNGUNYA,Qld,4494,149.5,-28.16
NORTH DEEP CREEK,Qld,4570,152.68,-26.08
NORTH ETON,Qld,4741,148.97,-21.23
NORTH GREGORY,Qld,4660,152.25,-25.07
NORTH IPSWICH,Qld,4305,152.76,-27.6
NORTH ISIS,Qld,4660,152.25,-25.19
NORTH JOHNSTONE,Qld,4885,145.66,-17.33
NORTH LAKES,Qld,4509,153.02,-27.23
NORTH MACKAY,Qld,4740,149.18,-21.12
NORTH MACLAGAN,Qld,4352,151.7,-27.02
NORTH MACLEAN,Qld,4280,153.02,-27.77
NORTH MALENY,Qld,4552,152.86,-26.75
NORTH STRADBROKE ISLAND,Qld,4183,153.46,-27.53
NORTH TALWOOD,Qld,4496,149.47,-28.49
NORTH TIVOLI,Qld,4305,152.79,-27.58
NORTH TOOWOOMBA,Qld,4350,151.96,-27.54
NORTH WARD,Qld,4810,146.81,-19.25
NORTHGATE,Qld,4013,153.07,-27.39
NORTHHEAD,Qld,4871,143.37,-18.74
NORVILLE,Qld,4670,152.35,-24.89
NORWELL,Qld,4208,153.32,-27.79
NORWIN,Qld,4356,151.39,-27.51
NUDGEE,Qld,4014,153.09,-27.37
NUDGEE BEACH,Qld,4014,153.1,-27.35
NUKKU,Qld,4306,152.08,-26.86
NUMINBAH VALLEY,Qld,4211,153.22,-28.14
NUNDAH,Qld,4012,153.06,-27.4
NUNDUBBERMERE,Qld,4380,151.72,-28.73
NUTGROVE,Qld,4352,151.76,-27.05
NYCHUM,Qld,4871,144.65,-16.69
OAK BEACH,Qld,4877,145.52,-16.6
OAK VALLEY,Qld,4811,146.83,-19.42
OAKDALE,Qld,4605,151.91,-26.2
OAKENDEN,Qld,4741,149,-21.31
OAKEY,Qld,4401,151.72,-27.43
OAKEY CREEK,Qld,4714,150.36,-23.75
OAKHURST,Qld,4650,152.64,-25.51
